lat,long,date
54.65408959275766,17.237498817344207,2019-09-25
51.365135042152566,16.183069276005995,2019-09-27
52.24321140515431,21.190420564094325,2019-10-17
52.407282534082896,16.954282366779125,2019-10-26
51.23180983890618,17.420332203444787,2019-10-30
53.73409221100376,20.578750245679885,2019-11-04
52.45446316756176,16.883663535118107,2019-11-16
52.53562654512913,16.835678721161685,2019-11-15
50.89466230646945,17.345327100398094,2019-11-15
54.34794019054406,18.763962420833987,2019-11-17
51.55363849507968,21.50782411673436,2019-11-18
51.50222356367087,22.06731901476814,2019-11-24
50.48925493343068,18.0674343354583,2019-12-08
53.755739318147135,21.88166873734769,2020-01-01
51.652551078041114,21.455706996750227,2019-12-31
51.384270881788844,21.323958609713145,2020-01-03
54.7857280558183,18.434706340162393,2020-01-05
51.67194165683564,21.272271040169176,2020-01-08
49.91594912331252,22.088778347833248,2020-01-13
49.964979356908216,22.062086976841222,2020-01-16
50.52356229240608,17.983095300549113,2020-02-24
51.67353600273627,21.438188971474347,2020-02-21
54.37143262944551,18.68455669509068,2020-02-29
54.370554482511714,18.685101255147085,2020-03-02
54.4024867170082,18.48537598085836,2020-03-01
50.19920651523548,18.938570197821523,2020-03-04
50.771056424569856,16.812476582467074,2020-03-01
51.677383460754754,21.265246856257257,2020-03-12
52.39698030381928,17.04212033863955,2020-03-16
54.35300236726022,18.57600087946785,2020-04-05
54.413765395313355,18.48641819892673,2020-03-31
54.42938798357213,18.58812796748776,2020-03-19
54.423713320241326,18.595285950163785,2020-05-01
54.58591054087798,17.087296691717665,2020-05-09
54.37332755620142,18.54095996446296,2020-05-09
54.417478700889596,18.47905848361247,2020-05-11
54.45137553341712,18.56387883438353,2020-05-11
54.3970140817151,18.61128235294581,2020-05-12
51.156153694468486,17.137737445127758,2020-05-13
50.972723882356604,16.305417874225164,2020-05-09
54.42984624648305,18.47879642643507,2020-05-14
54.366128848535965,18.771433445322344,2020-05-17
51.55043118036132,21.499457773734196,2020-05-28
51.253010919435816,16.400832323217514,2020-06-06
51.527407135283745,21.46000987515404,2020-06-12
54.41711714373202,18.479261166546983,2020-06-07
52.219878464603326,21.23733676137707,2020-06-19
52.24230577561092,21.21989835681969,2020-07-20
51.1577032119997,17.01791375399496,2020-07-03
54.500838291453896,17.774383051254013,2020-07-19
54.355964551519044,18.745857077552873,2020-07-18
51.52232915652698,21.69715359663251,2020-08-16
50.93102789036249,16.69287436573242,2020-08-29
54.44832461676215,18.557725038851824,2020-09-13
54.549239130472024,18.430361238925084,2020-09-26
54.367434217717935,18.724844281774093,2020-10-01
54.366216045179684,18.723185617232662,2020-10-02
54.364593358820116,18.70880231097795,2020-09-28
54.31418141748562,18.57222884059732,2020-10-06
54.3614941053627,18.709328766050128,2020-10-26
55.957269999999994,13.362951999999998,2014-12-25T00:00:00Z
59.691256,16.344442,2017-03-12T00:00:00Z
59.970738,17.466959,2017-03-13T00:00:00Z
56.896919,16.228398000000002,2017-03-13T00:00:00Z
58.445588,11.423974000000001,2017-03-14T00:00:00Z
56.638172,15.777039000000002,2017-03-11T00:00:00Z
60.205968999999996,17.69841,2016-12-23T00:00:00Z
58.444511999999996,11.427567999999999,2017-03-14T00:00:00Z
55.932545,13.132651000000001,2017-03-16T00:00:00Z
59.197462,16.46814,2017-03-11T00:00:00Z
59.197462,16.46814,2017-03-11T00:00:00Z
58.957191,16.312929,2017-03-16T00:00:00Z
56.714902,15.969477,2017-03-18T00:00:00Z
57.261122,15.911787,2017-03-18T00:00:00Z
58.966237,17.856999,2017-03-18T00:00:00Z
60.030067,18.432693,2017-03-18T00:00:00Z
56.488172,16.122648,2017-03-19T00:00:00Z
58.940909,17.919917,2017-03-19T00:00:00Z
59.339424,17.235329,2017-03-20T00:00:00Z
58.946428000000004,17.912748,2017-03-21T00:00:00Z
58.946428000000004,17.912748,2017-03-22T00:00:00Z
55.67260600000001,13.517210999999998,2017-03-19T00:00:00Z
56.593393999999996,15.682501,2017-03-22T00:00:00Z
59.12354200000001,18.345925,2017-03-22T00:00:00Z
56.593393999999996,15.682501,2017-03-23T00:00:00Z
58.221299,13.967464000000001,2017-03-23T00:00:00Z
59.541433,16.66798,2017-03-23T00:00:00Z
58.070315,13.600098000000001,2017-03-23T00:00:00Z
56.593393999999996,15.682501,2017-03-23T00:00:00Z
58.686468000000005,15.301947,2017-03-23T00:00:00Z
56.810349,13.270569,2017-03-23T00:00:00Z
58.935694999999996,17.961185,2017-03-24T00:00:00Z
59.541433,16.66798,2017-03-24T00:00:00Z
59.048773,18.033814000000003,2017-03-23T00:00:00Z
56.479888,16.153299,2017-03-26T00:00:00Z
58.965417,17.743353,2017-03-26T00:00:00Z
59.134432999999994,18.380438,2017-03-26T00:00:00Z
59.134432999999994,18.380438,2017-03-26T00:00:00Z
58.312502,13.480982000000001,2017-03-27T00:00:00Z
57.433977,12.015722,2017-03-28T00:00:00Z
57.339105,16.511951,2017-04-02T00:00:00Z
61.003004000000004,12.624609,2017-03-06T00:00:00Z
61.003004000000004,12.624609,2017-03-06T00:00:00Z
59.692616,16.349913,2017-04-01T00:00:00Z
58.896453,17.872035999999998,2017-04-02T00:00:00Z
58.941488,17.896192000000003,2017-04-03T00:00:00Z
55.674845,13.520759,2017-04-03T00:00:00Z
46.41397,6.060230000000001,2015-12-31T00:00:00Z
47.23364,5.7101,2015-12-31T00:00:00Z
47.34468,-1.8373599999999999,2015-12-31T00:00:00Z
46.42065,5.80002,2015-12-31T00:00:00Z
47.059540000000005,5.43772,2015-12-31T00:00:00Z
48.884840000000004,3.20454,2014-12-31T00:00:00Z
47.31712,5.97925,2014-12-31T00:00:00Z
47.31712,5.97925,2014-12-31T00:00:00Z
46.8565,6.34797,2015-12-31T00:00:00Z
47.43853,1.7394900000000002,2016-12-31T00:00:00Z
46.86025,6.21683,2014-12-31T00:00:00Z
47.14667,5.57369,2015-12-31T00:00:00Z
49.2445,2.79403,2015-12-31T00:00:00Z
49.693090000000005,2.5152,2015-12-31T00:00:00Z
47.31524,-2.498,2015-12-31T00:00:00Z
47.1405,5.83744,2015-12-31T00:00:00Z
48.52507,2.7968599999999997,2014-12-31T00:00:00Z
47.34852,1.7416099999999999,2016-12-31T00:00:00Z
46.86025,6.21683,2014-12-31T00:00:00Z
49.60402,3.20741,2014-12-31T00:00:00Z
43.21125,2.20064,2017-12-04T00:00:00Z
47.4104,5.85173,2017-09-09T00:00:00Z
47.82047,-3.22033,2017-05-18T00:00:00Z
48.26416,7.3818399999999995,2017-10-31T00:00:00Z
45.16381,5.60965,2017-11-23T00:00:00Z
48.34369,7.65883,2017-12-02T00:00:00Z
46.14403,-0.04518,2017-08-09T00:00:00Z
48.19732,-0.7024699999999999,2017-09-11T00:00:00Z
47.568020000000004,-0.65884,2017-10-08T00:00:00Z
46.70941,1.10179,2017-09-30T00:00:00Z
43.71497,5.91603,2017-10-11T00:00:00Z
48.16405,7.64297,2017-07-17T00:00:00Z
47.9382,-4.30955,2017-11-19T00:00:00Z
45.79378,5.639419999999999,2017-12-04T00:00:00Z
46.15378,5.65674,2017-10-07T00:00:00Z
44.806740000000005,0.53347,2017-08-14T00:00:00Z
45.3921,7.027410000000001,2017-07-15T00:00:00Z
44.38001,2.05861,2017-02-25T00:00:00Z
42.797959999999996,-0.48105,2017-11-14T00:00:00Z
45.43379,5.622330000000001,2017-07-28T00:00:00Z
47.22716,5.97426,2017-07-01T00:00:00Z
45.6906,-0.1488,2017-10-11T00:00:00Z
44.24388,6.31916,2017-10-22T00:00:00Z
45.97378,0.35194000000000003,2017-06-27T00:00:00Z
43.31054,-1.25205,2017-12-03T00:00:00Z
43.79428,6.29306,2017-07-18T00:00:00Z
48.788090000000004,1.7069,2017-11-03T00:00:00Z
43.37008,5.28166,2017-10-10T00:00:00Z
46.156729999999996,0.47276,2017-09-29T00:00:00Z
43.75479,7.40942,2017-09-15T00:00:00Z
46.0216,-1.07354,2017-10-20T00:00:00Z
46.423770000000005,5.66988,2017-09-24T00:00:00Z
46.0216,-1.07354,2017-11-27T00:00:00Z
47.904759999999996,-1.35215,2017-11-02T00:00:00Z
46.68032,-0.20617,2017-10-08T00:00:00Z
45.67507,-0.6622,2017-08-22T00:00:00Z
45.67507,-0.6622,2017-11-16T00:00:00Z
46.48462,-0.7166,2017-11-26T00:00:00Z
44.734609999999996,1.5474,2017-11-14T00:00:00Z
44.77964,6.47733,2017-10-17T00:00:00Z
47.85682,-4.16404,2017-11-06T00:00:00Z
47.56378,6.79168,2017-10-15T00:00:00Z
43.49021,-1.26535,2017-07-15T00:00:00Z
46.14048,6.17462,2017-05-08T00:00:00Z
43.35856,5.77462,2017-10-20T00:00:00Z
47.42476,5.18893,2017-10-31T00:00:00Z
45.85909,6.5454099999999995,2017-08-26T00:00:00Z
45.346709999999995,5.49046,2017-07-02T00:00:00Z
48.69747,7.8265199999999995,2017-09-04T00:00:00Z
44.7671,-0.8561,2017-07-04T00:00:00Z
44.01887,1.93985,2017-07-15T00:00:00Z
44.552859999999995,1.42615,2017-12-02T00:00:00Z
44.04781,-0.80737,2017-11-24T00:00:00Z
43.547259999999994,5.41245,2017-11-28T00:00:00Z
46.31673,6.31492,2017-09-12T00:00:00Z
45.42752,0.12205,2017-11-01T00:00:00Z
44.98079,5.72806,2017-11-20T00:00:00Z
43.679359999999996,7.03114,2017-10-30T00:00:00Z
45.057159999999996,-0.24028000000000002,2017-12-02T00:00:00Z
46.64139,-1.38186,2017-10-02T00:00:00Z
45.160759999999996,5.73685,2017-11-12T00:00:00Z
45.233309999999996,-0.37806,2017-08-16T00:00:00Z
45.15757,5.8640300000000005,2017-11-24T00:00:00Z
42.6717,2.20804,2017-08-25T00:00:00Z
48.57201,-2.63002,2017-11-10T00:00:00Z
47.39226,6.514130000000001,2017-10-09T00:00:00Z
44.38001,3.94139,2017-11-11T00:00:00Z
48.00425,7.09175,2017-09-12T00:00:00Z
43.6966,6.53571,2017-10-04T00:00:00Z
46.75863,-0.60422,2017-05-09T00:00:00Z
46.218920000000004,-0.5687,2017-11-08T00:00:00Z
45.266890000000004,1.02336,2017-07-26T00:00:00Z
43.93313,3.4358699999999995,2017-09-19T00:00:00Z
47.8149,7.34479,2017-11-01T00:00:00Z
45.4093,-0.51672,2017-10-21T00:00:00Z
46.147420000000004,5.91571,2017-07-15T00:00:00Z
46.147420000000004,5.91571,2017-10-03T00:00:00Z
46.147420000000004,5.91571,2017-09-22T00:00:00Z
43.93257,3.5604,2017-09-26T00:00:00Z
45.41323,-0.389,2017-11-16T00:00:00Z
44.12874,7.06302,2017-09-14T00:00:00Z
45.60413,-0.0155,2017-09-11T00:00:00Z
48.33684,4.41697,2017-07-12T00:00:00Z
45.64452,2.93581,2017-10-21T00:00:00Z
44.79088,-0.09838999999999999,2017-08-04T00:00:00Z
44.72208,5.21016,2017-05-18T00:00:00Z
49.185590000000005,6.77319,2017-07-21T00:00:00Z
44.734609999999996,4.4526,2017-12-02T00:00:00Z
43.82232,5.17537,2017-09-28T00:00:00Z
42.76314,2.45086,2017-11-22T00:00:00Z
43.933840000000004,2.8132,2017-11-08T00:00:00Z
43.64242,5.16854,2017-09-24T00:00:00Z
48.95859,4.98027,2017-09-10T00:00:00Z
44.37887,4.06689,2017-11-20T00:00:00Z
48.06985,4.14127,2017-07-16T00:00:00Z
48.7946,2.65968,2017-07-24T00:00:00Z
45.82418,3.322,2017-08-13T00:00:00Z
46.69673,0.44764,2017-06-26T00:00:00Z
45.64365,3.4493300000000002,2017-09-23T00:00:00Z
48.88453,2.65909,2017-09-02T00:00:00Z
44.434490000000004,0.04686,2017-07-25T00:00:00Z
45.182970000000005,4.59161,2017-09-18T00:00:00Z
44.737629999999996,4.200019999999999,2017-08-17T00:00:00Z
44.82289,4.58141,2017-08-19T00:00:00Z
45.45115,4.72726,2017-08-12T00:00:00Z
43.73703,4.923830000000001,2017-08-22T00:00:00Z
45.82462,2.9356,2017-10-11T00:00:00Z
43.12215,2.3246599999999997,2017-06-28T00:00:00Z
43.68388,6.907310000000001,2017-10-08T00:00:00Z
46.175059999999995,4.49075,2017-06-25T00:00:00Z
44.558890000000005,4.07029,2017-10-15T00:00:00Z
47.07156,4.77914,2017-06-28T00:00:00Z
46.09167,3.8412900000000003,2017-09-08T00:00:00Z
45.14335,-0.37262,2017-08-16T00:00:00Z
46.14403,6.04518,2017-05-08T00:00:00Z
42.85236,2.3278,2017-11-19T00:00:00Z
47.343540000000004,4.65568,2017-07-21T00:00:00Z
42.85236,2.3278,2017-09-05T00:00:00Z
46.25221,5.27191,2017-11-19T00:00:00Z
44.821020000000004,4.70789,2017-08-19T00:00:00Z
44.63453,5.08059,2017-09-08T00:00:00Z
44.72453,5.08392,2017-05-23T00:00:00Z
43.57108,3.8043699999999996,2017-10-20T00:00:00Z
43.75401,2.9379299999999997,2017-09-01T00:00:00Z
47.34535,4.52326,2017-07-21T00:00:00Z
46.00251,2.2893,2017-10-21T00:00:00Z
45.99499,4.48588,2017-11-26T00:00:00Z
47.34988,4.12595,2017-09-05T00:00:00Z
43.03431,3.0613,2017-10-04T00:00:00Z
46.32399,6.0552,2017-07-18T00:00:00Z
44.55617,4.32209,2017-11-03T00:00:00Z
47.26378,2.40488,2017-08-20T00:00:00Z
44.45899,4.82268,2017-10-28T00:00:00Z
44.563629999999996,2.68519,2017-11-14T00:00:00Z
45.730470000000004,3.9643800000000002,2017-07-15T00:00:00Z
43.66106,3.8056300000000003,2017-07-23T00:00:00Z
43.75103,3.8069,2017-09-26T00:00:00Z
47.617020000000004,4.39786,2017-11-10T00:00:00Z
47.07532,4.515630000000001,2017-07-04T00:00:00Z
44.09904,4.81115,2017-10-05T00:00:00Z
44.00906,4.80829,2017-06-18T00:00:00Z
44.99902,4.84025,2017-10-17T00:00:00Z
44.81453,5.08726,2017-12-02T00:00:00Z
44.81453,5.08726,2017-08-09T00:00:00Z
45.103390000000005,3.44499,2017-09-25T00:00:00Z
48.17432,7.37438,2017-07-26T00:00:00Z
44.021,3.81072,2017-07-02T00:00:00Z
44.08409,5.5601400000000005,2017-07-09T00:00:00Z
43.7243,5.54405,2017-07-01T00:00:00Z
48.34369,7.65883,2017-10-15T00:00:00Z
45.2538,5.61386,2017-05-16T00:00:00Z
43.175540000000005,5.888809999999999,2017-08-15T00:00:00Z
45.3438,5.6180900000000005,2017-04-04T00:00:00Z
48.18858,-0.97131,2017-10-27T00:00:00Z
47.50945,0.54178,2017-10-15T00:00:00Z
48.86567,8.11529,2017-11-11T00:00:00Z
46.15378,5.65674,2017-09-23T00:00:00Z
46.15378,5.65674,2017-08-27T00:00:00Z
43.59401,6.90119,2017-11-23T00:00:00Z
43.891420000000004,6.049580000000001,2017-09-09T00:00:00Z
43.26207,6.01631,2017-08-30T00:00:00Z
47.22716,5.97426,2017-07-19T00:00:00Z
44.15395,6.3139,2017-09-27T00:00:00Z
43.974109999999996,6.30345,2017-08-19T00:00:00Z
43.165040000000005,6.2571900000000005,2017-07-23T00:00:00Z
43.18184,5.64314,2017-09-28T00:00:00Z
48.788090000000004,1.7069,2017-11-01T00:00:00Z
44.68567,-0.5978399999999999,2017-09-17T00:00:00Z
47.32663,0.41768,2017-11-26T00:00:00Z
49.057829999999996,1.70018,2017-10-25T00:00:00Z
47.80988,7.47819,2017-08-23T00:00:00Z
47.80988,7.47819,2017-10-01T00:00:00Z
48.193020000000004,-0.8369,2017-10-27T00:00:00Z
44.60737,6.21443,2017-11-08T00:00:00Z
46.86025,-0.21683000000000002,2017-12-02T00:00:00Z
48.42811,7.80175,2017-09-10T00:00:00Z
45.22939,6.50537,2017-10-07T00:00:00Z
48.43874,7.531839999999999,2017-08-19T00:00:00Z
43.729820000000004,5.296,2017-10-31T00:00:00Z
44.71949,5.33638,2017-07-25T00:00:00Z
45.43671,5.49449,2017-12-03T00:00:00Z
45.976729999999996,5.5189699999999995,2017-07-01T00:00:00Z
44.70092,6.09344,2017-10-29T00:00:00Z
47.14366,5.70557,2017-10-21T00:00:00Z
43.27749,5.40116,2017-10-29T00:00:00Z
43.99698,5.43149,2017-08-20T00:00:00Z
45.51064,6.13859,2017-11-26T00:00:00Z
47.99951,7.22565,2017-09-24T00:00:00Z
44.98079,0.27194,2017-07-30T00:00:00Z
45.276340000000005,1.66083,2017-09-14T00:00:00Z
45.340740000000004,5.7457,2017-10-29T00:00:00Z
44.086940000000006,5.43533,2017-08-20T00:00:00Z
45.70071,0.23643000000000003,2017-11-03T00:00:00Z
45.74712,-1.1820899999999999,2017-10-19T00:00:00Z
44.98079,5.72806,2017-11-13T00:00:00Z
48.52855,7.5396,2017-06-30T00:00:00Z
48.59773,-3.8571699999999995,2017-09-17T00:00:00Z
42.756879999999995,1.7187700000000001,2017-08-10T00:00:00Z
43.5895,7.02482,2017-10-30T00:00:00Z
46.51064,5.80464,2017-09-10T00:00:00Z
48.385220000000004,-0.4453,2017-10-07T00:00:00Z
49.189809999999994,6.63618,2017-07-21T00:00:00Z
44.88763,5.85026,2017-11-02T00:00:00Z
44.88763,5.85026,2017-02-22T00:00:00Z
46.342220000000005,5.27565,2017-10-22T00:00:00Z
47.39226,6.514130000000001,2017-10-15T00:00:00Z
46.85261,-0.4791,2017-09-13T00:00:00Z
44.38001,3.94139,2017-08-27T00:00:00Z
46.42674,5.53974,2017-10-05T00:00:00Z
44.81684,1.03919,2017-09-08T00:00:00Z
45.10208,3.6992599999999998,2017-07-28T00:00:00Z
45.319340000000004,-0.5110399999999999,2017-09-26T00:00:00Z
49.28368,6.505240000000001,2017-11-28T00:00:00Z
45.42752,5.87795,2017-09-04T00:00:00Z
49.59191,4.72814,2017-11-21T00:00:00Z
43.50415,6.89508,2017-11-28T00:00:00Z
48.794909999999994,2.79581,2017-09-05T00:00:00Z
44.74008,3.9474099999999996,2017-07-04T00:00:00Z
49.15038,4.02799,2017-12-05T00:00:00Z
48.95859,4.98027,2017-10-10T00:00:00Z
45.81493,4.4810300000000005,2017-06-04T00:00:00Z
45.552279999999996,3.7049300000000005,2017-11-05T00:00:00Z
44.03885,7.0566,2017-09-14T00:00:00Z
45.98704,5.00251,2017-09-28T00:00:00Z
47.339459999999995,4.92049,2017-09-02T00:00:00Z
45.09295,4.58905,2017-07-09T00:00:00Z
42.492740000000005,2.33193,2017-10-29T00:00:00Z
45.85909,-0.5454100000000001,2017-07-08T00:00:00Z
46.62574,-1.7733400000000001,2017-11-21T00:00:00Z
44.0434,-0.932,2017-11-24T00:00:00Z
47.4554,-1.31559,2017-10-22T00:00:00Z
43.84258,3.55951,2017-09-26T00:00:00Z
45.82242,3.7083800000000005,2017-10-12T00:00:00Z
44.02256,3.5612800000000004,2017-10-03T00:00:00Z
47.22716,0.02574,2017-09-12T00:00:00Z
47.97697,4.40735,2017-10-20T00:00:00Z
47.97697,4.40735,2017-08-03T00:00:00Z
48.698159999999994,1.70913,2017-11-18T00:00:00Z
48.10354,-2.9841900000000003,2017-12-04T00:00:00Z
45.37293,3.5749,2017-09-29T00:00:00Z
45.546440000000004,4.34569,2017-11-17T00:00:00Z
43.46,5.28522,2017-09-28T00:00:00Z
44.10103,4.68628,2017-10-21T00:00:00Z
42.58471,2.9391700000000003,2017-09-09T00:00:00Z
42.58263,2.33091,2017-10-07T00:00:00Z
45.361129999999996,4.72446,2017-09-25T00:00:00Z
45.09106,4.71614,2017-09-09T00:00:00Z
45.36783,4.21361,2017-04-23T00:00:00Z
45.46399,3.3199099999999997,2017-11-09T00:00:00Z
45.82374,3.4508,2017-10-09T00:00:00Z
43.83762,4.1811300000000005,2017-10-07T00:00:00Z
43.9276,4.18299,2017-08-30T00:00:00Z
45.281290000000006,2.1709400000000003,2017-09-06T00:00:00Z
45.18776,4.20969,2017-10-17T00:00:00Z
44.11356,3.3123199999999997,2017-09-27T00:00:00Z
43.93356,3.3113300000000003,2017-05-08T00:00:00Z
46.9952,3.0658,2017-06-09T00:00:00Z
44.381009999999996,2.18412,2017-11-25T00:00:00Z
44.27458,5.0673900000000005,2017-09-19T00:00:00Z
45.09904,4.08063,2017-09-30T00:00:00Z
43.790459999999996,6.41717,2017-09-26T00:00:00Z
45.55404,3.3204300000000004,2017-11-12T00:00:00Z
43.872279999999996,6.671119999999999,2017-08-05T00:00:00Z
46.00251,2.2893,2017-07-30T00:00:00Z
46.724940000000004,3.1964,2017-07-21T00:00:00Z
46.003840000000004,3.4522699999999995,2017-08-18T00:00:00Z
45.36914,4.08588,2017-09-03T00:00:00Z
46.003840000000004,3.4522699999999995,2017-10-07T00:00:00Z
44.794340000000005,5.97205,2017-10-17T00:00:00Z
45.90937,4.09652,2017-11-17T00:00:00Z
45.964059999999996,6.03522,2017-07-12T00:00:00Z
45.73413,2.67853,2017-10-16T00:00:00Z
45.91055,3.9675300000000004,2017-08-23T00:00:00Z
45.28434,3.06378,2017-09-25T00:00:00Z
47.70701,4.4002300000000005,2017-11-10T00:00:00Z
45.37424,3.19164,2017-10-23T00:00:00Z
43.3012,2.19939,2017-06-09T00:00:00Z
49.05923,1.8369799999999998,2017-08-16T00:00:00Z
47.71485,-7.60378,2017-10-11T00:00:00Z
48.26416,7.3818399999999995,2017-11-26T00:00:00Z
43.99414,5.5561,2017-07-09T00:00:00Z
47.91019,-3.23087,2017-05-18T00:00:00Z
44.893840000000004,5.597090000000001,2017-11-11T00:00:00Z
44.17405,5.56419,2017-10-17T00:00:00Z
